problem_id,code,error_id_1,Knowledge_id_2,error_class_id
p3638,"#include<stdio.h>
int main()
{
    int n；
    double sum=2,a=2,b=1,t;
    scanf(""%d"",&n);
    for(int i=2;i<=n;i++){
        t=a;
        a+=b;
        b=t;
        sum=sum+a/b;
    }
    printf(""%.2lf"",sum);
    return 0;
}",非英文字符-,无,E24
p3639,"#include<stdio.h>
int main(){
    int a, b, c, d;
    int n=0;
    scanf(""%d %d %d %d"", &a，&b, &c, &d);
    if(a>=90&&a<=100){
        n++;
    }
    if(b>=90&&b<=100){
        n++;
    }
    if(c>=90&&c<=100){
        n++;
    }
    if(d>=90&&d<=100){
        n++;
    }
    if(n>=1&&n<=4)
    {
    if(n==4) { printf(""A"");}
    if(n==2||n==3) { printf(""B""); }
    if(n==1) { printf(""C"");}
    }
    else { printf(""D"");}
    return 0;
    
    
    
    
}",非英文字符-,无,E24
p3640,"#include<stdio.h>
int main(){
    int n,i,j;
    int h=0;
    scanf(""%d"",&n);
    int a[n][n];
    for(i=1;i<=n;i++){
        for(j=1;j<=n;j++){
            a[i][j]=h;
            h++;
            printf(""%3d"",a[i][j]);
        }
        printf(""\n"");
    }
    return 0；
}",非英文字符-,无,E24
p3641,"#include<stdio.h>
int main(){
    int n=1,m=0;
    scanf(""%d"",&n);
    for(int i=1;i<=n;i++){
        for(int j=1;j<=n;j++){
            m++;
            printf(""%3d"",m);
        }
        printf(""\n"");
    }
    return 0；
}",非英文字符-,无,E24
p3642,"#include<stdio.h>
int main(){
    int n=0,m=0;
    scanf(""%d"",&n);
    for(int i=1;i<=n;i++){
        for(int j=1;j<=n;j++){
            m++;
            printf(""%3d"",m);
        }
        printf(""\n"");
    }
    return 0；
}",非英文字符-,无,E24
p3643,"#include<stdio.h>
int main(){
    int n,m=0;
    scanf(""%d"",&n);
    for(int i=1;i<=n;i++){
        for(int j=1;j<=n;j++){
            m++;
            printf(""%3d"",m);
        }
        printf(""\n"");
    }
    return 0；
}",非英文字符-,无,E24
p3644,"#include<stdio.h>
int main(){
    int n;
    scanf(""%d"",&n);
    int a[n][n];
    for(int i=0;i<n;i++){
        for(int j=i;j<n;j++){
            scanf(""%d"",&a[i][j]);
            
        }
    }
    for(int i=0;i<n;i++){
        for(int j=i;j<n;j++){
            printf(""%3d"",a[i][j]);
        }
    }
    return 0；
}",非英文字符-,无,E24
p3645,"#include<stdio.h>
int main(){
    int n,k;
    scanf(""%d"",&n);
    for(int i=1;i<=n;i++){
        for(int j=1;j<=n;j++){
            k>=j?j:i；
            printf(""%3d"",k);
        }printf(""\n"");
    }return 0;
}",非英文字符-,无,E24
p3646,"#include<stdio.h>
int main(){
    int n;
    float h,m;
    scanf(""%d"",&n);
    h=n/3600;
    m=n/60;
    printf(""%.2f%.2f%.2d""，h,m,n);
    return 0;
}",非英文字符-,无,E24
p3647,"#include<stdio.h>
#define MAXLIE 12
int main(){
    int n,i,j;
    scanf(""%d"",&n);
    int a[MAXLIE][MAXLIE]；
    for(i=1;i<=n;i++){
        for(j=i;j<=n;j++){
            if(i==j){
                a[i][j]=i;
            }else{
                a[i][j]=a[i][j-1]+a[i+1][j];
            }
        }
    }
    for(i=1;i<=n;i++){
        for(j=1;j<=n;j++){
            if(j<i){
                printf(""     "");
            }else{
                printf(""%5d"",a[i][j]);
            }
        }
    }
    return 0;
}",非英文字符-,无,E24
p3648,"#include<stdio.h>
int f(int n){
    if(n<=1)return 1;
    return n*f(n-1)；
}
int main(){
    int x;
    scanf(""%d"",&x);
    printf(""%d"",f(x));
    return 0;
}",非英文字符-,无,E24
p3649,"#include<stdio.h>
int main()
{
    int x,y,z;
    int n=0;
    scanf(""%d%d%d"",&x,&y,&z);
    
    if(x>=90){
        n++；
    }
    if(y>=90){
        n++;
    }
    if(z>=90){
        n++;
    }
    printf(""%d"",n);
    return 0;
}",非英文字符-,无,E24
p3650,"#include<stdio.h>
#include<math.h>
int main(void)
{
	int h,r,c;
	scanf(""%d %d"",&h,&r);
	c=20000/h*π*pow(r,2);
	printf(""%d"",c);
	return 0;


}",非英文字符-,无,E24
p3651,"#include<stdio.h>
int main()
{
    int a,b,c,d,s,x;
    scanf(""%d"",&x);
    a=x/1000%10；
    b=x/100%10;
    c=x/10%10;
    d=x/%10;
    s=d*1000+c*100+b*10+a;
    printf*(""%d"",s);
    return 0;
}",非英文字符-,无,E24
p3652,"#include<stdio.h>
int main()
{
    printf(""Hello, World!"");
return 0；
}
",非英文字符-,无,E24
p3653,"#include<stdio.h>
void main( )
{	
	int n,p,i;

	scanf(""%d"",&n);
	if(6 ≤ n &&n ≤ 1000)
    {	for( i = 2 ; i<=n/2 ; i++ )
		{	if(n % i==0)
			{	if(p<i)	
					p = i;
			}
		}
    }
	printf(""%d"",p);
}",非英文字符-,无,E24
p3654,"#include <stdio.h>
int main(){
    int a=1，b；
    scanf(""%d%d"",&a,&b);
    printf(""%d,a+b"");
    return 0;
}",非英文字符-,无,E24
p3655,"#include<stdio.h>
int main()
{
    int a,b,c,d,e,f;
    scanf(""%d"",&e);
    a=e/1000;
    b=e/100%100;
    c=e%100%10;
    d=e%1000%10010；
    f=d*1000+c*100+b*10+a*1;
    printf(""%d"",f);
    return 0;
}",非英文字符-,无,E24
p3656,"#include<stdio.h>
#include<math.h>
int main(void)
{
	int h,r;
	double v,c;
	scanf(""%d %d"",&h,&r);
	v=h*π*pow(r,2);
	c=(int)20000/v;
	printf(""%d"",c);
	return 0;


}",非英文字符-,无,E24
p3657,"#include<stdio.h>
int main()
{
    int a=0,b,c;
    scanf(""%d%d%d"",&a,&b,&c)；
    if((a+b+c)/3>=90&&b>=90&&c>=90)
    printf(""%s"",""beijing"");
    else if((a+b+c)/3>=90&&a>=90&&b>=90&&c<90)
    printf(""%s"",""xiamen"");
    else if((a+b+c)/3>=90&&a>=90&&c>=90&&b<90)
    printf(""%s"",""xiamen"");
    else if((a+b+c)/3>=90&&b>=90&&c>=90&&a<90)
    printf(""%s"",""xiamen"");
    else if((a+b+c)/3>=90&&a>=90&&b<90&&c<90)
    printf(""%s"",""guilin"");
    else if((a+b+c)/3>=90&&b>=90&&a<90&&c<90)
    printf(""%s"",""guilin"");
    else if((a+b+c)/3>=90&&c>=90&&a<90&&b<90)
    printf(""%s"",""guilin"");
    else if((a+b+c)/3<90&&(a+b+c)/3>=85&&c>=85&&a>=85&&b>=85)
    printf(""%s"",""shanghai"");
    else 
    printf(""%s"",""nanjing"");
    return 0;
}",非英文字符-,无,E24
p3658,"#include<stdio.h>
#include<math.h>
int main(void)
{   int h,r,t,v;
    scanf(""%d %d"",&h,&r);
    v=pow(r,2)*h*π;
    t=(double)2*pow(10,4)/v;
    printf(""%d\n"",t);
    return 0;
}",非英文字符-,无,E24
p3659,"#include<stdio.h>
int main()
{
    
    printf(""何二妹哈哈哈哈"")；    
    return 0;
}",非英文字符-,无,E24
p3660,"#include<stdio.h>
#include<stdlib.h>
int main(int argc,char* argv[])
{
    float x, y, a;
    for (y = 1.5; y > -1.5; y -= 0.1)
    {
        for (x = -1.5; x < 1.5; x += 0.1)
        {
            a = x * x + y * y - 1;
            putchar(a * a * a - x * x * y * y * y <= 0.0 ? '*' : ' ');
        }
        system(""color 0c"");
        putchar('\n');
    }
    printf(""谢谢你\n"")；
    printf(""永远开心快乐！\n"");
     return 0;
}",非英文字符-,无,E24
p3661,"#include<stdio.h>
int main(){
    int a,b,c;
    int q,w,e;
    scanf(""%d%d%d"",&a,&b，&c);
    q=a*a;
    w=b*b;
    e=c*c;
    if(a+b>c&&a+c>b&&b+c>a){
        if(q+w==e||q+e==w||w+e==q){
            printf(""zhijiao"");}
            else if(q+w>e||q+e>w||w+e>q){
                printf(""dunjiao"");}
            else{
                printf(""ruijiao"");}
    }else
    printf(""no"");
    return 0;
}",非英文字符-,无,E24
p3662,"#include<stdio.h>
int main()
{
    float a;
    scanf(""%f"",&a);
    printf(""%.3f"",a);
    return 0；
}",非英文字符-,无,E24
p3663,"#include<stdio.h>
int main() {
char x=65;
scanf(""%c""，&x);
printf(""%c"",x)
}",非英文字符-,无,E24
p3664,"#include<stdio.h>
int main() {
char x=65;
scanf(""%c""，&x);
printf(""%c"",x);
}",非英文字符-,无,E24
p3665,"#include<stdio.h>
#define N 10000
int main()
{
	int i, j, x, k, n, b[N] = { 0 };
	scanf(""%d"", &n);
	if (n <= 1) 
		{ printf(""1""); 
		  return 0; 
	    ｝
	for (k = 1; k <= n; k++)
	{
		int a[N] = { 0 };
		a[9999] = 1;
		for (i = 1, x = 0; i <= k; i++)
			for (j = 9999; j >= 0; j--)
			{
				a[j] = a[j] * i + x;    
				x = a[j] / 10;
				a[j] = a[j] % 10;
			}
		for (j = 9999; j >= 0; j--)  
		{
			b[j] = b[j] + a[j];
			if (b[j] >= 10)
			{
				b[j - 1]=b[j-1]+1;
				b[j] = b[j]-10;
			}
		}
	}

	for (i = 0; i < N; i++) 
		if (b[i] != 0) break;
	for (x = i; x < N; x++)
		printf(""%d"", b[x]);
	return 0;
}
",非英文字符-,无,E24
p3666,"#include<stdio.h>
int n,r;
int used[1001];
int a[1001];
void dfs(int s){
    if(s>r){
        for(int i=1;i<=r;i++){
            printf(""%d"",a[i]);
        }
        printf(""\n"");
        return ;
    }
    for(int i=1;i<=n;i++){
        if(used[i]) continue;
        used[i]=1;
        a[s]=i;
        dfs(s+1);
        used[i]=0;
    }
}
int main(){
    scanf(""%d %d"",&n,&r);
    dfs(1)；
    return 0;
}",非英文字符-,无,E24
p3667,"#include<stdio.h>
int main(){
    int i=0,s=0,a,b,c;
    while(i<=1000){
        if(i<100){
            a=i/10;b=i%10；
            if(a==3||b==3)
            s++;
        }
        if(i>=100){
            a=i/100;b=i%100/10;c=i%10;
            if(a==3||b==3||c==3)
            s++;
        }
        i++;
    }

    printf(""%d"",s);
    return 0;
}",非英文字符-,无,E24
p3668,"#include<stdio.h>
int main()
{
    int a,b,c,d;
    float e,n;
    scanf(""%f"",&n);
    a=n;
    b=n-1；
    c=4;
    d=a+b+c;
    e=d/(n*n)*100;
    printf(""%.1f%%"",e);
    return 0;
}",非英文字符-,无,E24
p3669,"#include<stdio.h>
int main()
{
    int a,b,c,d;
    scanf(""%d%d%d"",&a,&b，&c);
    if (a<=b)
    {
        d=b;
}
else{
    d=a;
}
if(d<=c){
    d=c;
}
else{
    d=d;

}printf(""%d"",d);
return 0;
}",非英文字符-,无,E24
p3670,"#include<stdio.h>
int main(void)
{
 int a,b;
  scanf(“%d%d”,&a&b);
  printf (“%d”,a+b);
 return 0;
}",非英文字符-,无,E24
p3671,"#include<stdio.h>
int main(){
    int a,b，c;
    scanf(""%d%d,&a&b"");
    c=a+b
    printf(""%d"",c);
    return 0;
}
",非英文字符-,无,E24
p3672,"#include<stdio.h>
int main(){
    int h,x;
    double a;
    scanf(""%d %d""，&h,&x);
    a=h/100.0;
    double BMI=y/(a*a); 
    if(BMI>=18&&BMI<=24){
        printf(""Good!"");
    }
    if(BMI>24){
        int W=(x-24*(a*a)+1);
        printf(""Too fat!\n%d"",w);
    }
    if(BMI<18){
        int W=(24*b-x+1);
        printf(""Too thin!\n%d""，w);
    }
    return 0;
}",非英文字符-,无,E24
p3673,"#include<stdio.h>
int f(int x){
    for(int i=2;i<x;i++){
        if(x%i==0){
            return 1;}
    }
    return 0;
}
int main(){
    int n1=10,n2;
    for(n1;n1<=99;n1++){
        n2=(n1%10)*10+n1/10；
        if(f(n1)==0&&f(n2)==0){
            printf(""%d"",n1);
        }
    }
    return 0;
}",非英文字符-,无,E24
p3674,"#include<stdio.h>
int main(){ 
    return 0；
｝",非英文字符-,无,E24
p3675,"#include<stdio.h>
int main(){
    int a,b;
    scanf(""%d %d"",&a,&b);
    while(a+b){
        a==0；
        b==0;
    }
    printf(""%d"",a+b);
    return 0;
}",非英文字符-,无,E24
p3676,"#include<stdio.h>
int main(){
    int a,b;
    scanf(""%d%d"", &a,&b);
    switch(b)
    {
        case 1：
            printf(""31"");
            break;
        case 3:
            printf(""31"");
            break;
        case 5:
            printf(""31"");
            break;
        case 7:
            printf(""31"");
            break;
        case 8:
            printf(""31"");
            break;
        case 10:
            printf(""31"");
            break;
        case 12:
            printf(""31"");
            break;
        case 4:
            printf(""30"");
            break;
        case 6:
            printf(""30"");
            break;
        case 9:
            printf(""30"");
            break;
        case 11:
            printf(""30"");
            break;
        case 2:
        if(a%400==0){
            printf(""29"");
        else
            printf(""28"");
        break;
    }
   
    return 0;
}",非英文字符-,无,E24
p3677,"#include<stdio.h>
int main(){
    int a=0,b,c;
    scanf(""%d %d %d"",&a,&b,&c);
    if(a+b>c)
    {
        printf(""yes"");
    }
    else
    {
        printf(“no”);
    }
    return 0;
}",非英文字符-,无,E24
p3678,"#include<stdio.h>
int main()
{
    int s,a,b,c;
    scanf(""s=a*b*c"")；
    printf(""s"");
    return 0;
}",非英文字符-,无,E24
p3679,"#include<stdio.h>
int main()
{
    int a,b,c,s1,s2,s3;
    scanf(""%d%d%d"",&a,&b,&c);
    s1=a*b+b*c*2+a*c*2;
    
    s2=a*b*2＋b*c+a*c*2;
    
    s3=a*b*2＋b*c*2+a*c;
    if(s1>s3&&s2>s3){
        printf(""%d"",s3);
    }
    if(s2>s1&&s3>sl){
        printf(""%d"",s1);
    }
    if(s3>s2&&s1>s2){
        printf(""%d"",s2);
    }
    
    return 0;
}",非英文字符-,无,E24
p3680,"#include <stdio.h>
int main(){
    int a=0，b；
    scanf(""%d%d"",&a,&b);
    printf(""%d,a+b"");
    return 0;
}",非英文字符-,无,E24
p3681,"#include<stdio.h>
int main()
{
    int n; 
    float m;
    scanf(""%d"",&n);
    m=（n+n-1+4.0)/(n*n);
    m=m*100;
    printf(""%.1f%%"",m);
    return 0;
}",非英文字符-,无,E24
p3682,"#include<stdio.h>
int main(){
    int A，B;
    scanf(""%d%d"",&A&B);
    printf(""%d"",&A+B);
    return 0;
}
",非英文字符-,无,E24
p3683,"#include<stdio.h>
int main(){
    int a, b, c, n, d, e, x1, x2, x3;
    scanf(""%d"",&n);
    a=n/100;
    b=n/10%10;
    c=n%10;
    if(a>=b&&a>=c){
        x1=a;
        if(b>=c){
            x2=b,x3=c;
        }else{x2=c,x3=b；
            
        }
    }
    if(b>=a&&b>=c){
        x1=b;
        if(a>=c){
            x2=a,x3=c;
        }else{
            X2=c,x3=a;
        }
    }
    if(c>=a&&c>=b){
        x1=c;
        if(a>=b){
            x2=a,x3=b;
        }else{
            x2=b,x3=a;
        }
    }
     if(x3==0)
         e=x2*100+x3*10+x1*1;
         printf(""%d"",e);
     else
         f=x3*100+x2*10+x1*1;
         printf(""%d"",f);
     }
     return 0;    
      
    }
        
    

        
        
",非英文字符-,无,E24
p3684,"#include<stdio.h>
int main(){
    int A，B;
    scanf(""%d%d"",&A&B);
    printf(""%d"",A+B);
    return 0;
}
",非英文字符-,无,E24
p3685,"#include<stdio.h>
int main(){
    int i=0,s=0,a,b,c;
    while(i<=1000){
        if(i<100){
            a=i/10;b=i%10；
            if(a==3||b==3)
            s++;
        }
        if(i>=100){
            a=i/100;b=i%100/10;c=i%10;
            if(a==3||b==3||c==3)
            s++;
        }
        i++;
    }
}
    printf(""%d"",s);
    return 0;
}",非英文字符-,无,E24
p3686,"#include<stdio.h>
int main(){
    int n, a, b, c, d;
    scanf(""%d %d %d %d"",&a， &b, &c, &d);
    if(a>=90){
        n++;
    }
    if(b>=90){
        n++;
    }
    if(c>=90){
        n++;
    }
    if(d>=90){
        n++;
    }
    if(n>=1&&n<=4)
    {
    if(n==4) { printf(""A"");}
    if(n==2||n==3) { printf(""B""); }
    if(n==1) { printf(""C"");}
    }
    else { printf(""D"");}
    return 0;
    
    
    
    
}",非英文字符-,无,E24
p3687,"#include<stdio.h>
int main(){
int a, b, c, max;
printf（""请输入三个数”a,b,c\n)；
scanf(""%d%d%d"",&a， &b， &c)；
printf(""max%d"",&max);
eturn 0;
}",非英文字符-,无,E24
p3688,"#include<stdio.h>
int main()
{
    float r,V;
    scanf(""%f"",&r);
V=4/3*3.14*r*r*r；
printf(""%f.2"",V);
return 0;
}",非英文字符-,无,E24
p3689,"#include<stdio.h>
int main()
{
    int a,b,c;
    double d;
    scanf(""%d%d%d"",&a,&b，&c);
    if(a*a=b*b+c*c)
    {
        d=b*c/2;
    }
    else if(b*b=a*a+c*c)
    {
        d==a*c/2;
    }
    else if(c*c=a*a+b*b)
    {
        d=a*b/2
    }
    printf(""%.lf"",d);
    return 0;
}",非英文字符-,无,E24
p3690,"#include<stdio.h>
int main(){
    int a,b,c,d;
    scanf(""%d%d%d"",&a,&b,&c);
    d=(a+b+c)/3；
    if(90<=d&&a>=90&&b>=90&&c>=90){
        printf(""beijing"");
    }
    if(90<=d&&a>=90&&b<90&&c<90){
        printf(""guilin"");
    }
    
    
    
    return 0;
}",非英文字符-,无,E24
p3691,"#include<stdio.h>
int main(){
int a, b, c, max;
scanf(""%d%d%d"",&a， &b， &c)；
printf(""max%d"",&max);
eturn 0;
}",非英文字符-,无,E24
p3692,"#include <stdio.h>
int main(){
    int a，b；
    scanf(""%d%d"",&a,&b);
    printf(""%d,a+b"");
    return 0;
}",非英文字符-,无,E24
p3693,"#include<stdio.h>
int main(){
    int h,x;
    float a;
    scanf(""%d %d""，&h,&x);
    a=h/100.0;
    float BMI=x/(a*a); 
    if(BMI>=18&&BMI<=24){
        printf(""Good!"");
    }
    else if(BMI>24){
        int W=(x-24*(a*a)+1);
        printf(""Too fat!\n%d"",W);
    }
    else{
        int W=(18*（a*a)-x+1);
        printf(""Too thin!\n%d""，W);
    }
    return 0;
}",非英文字符-,无,E24
p3694,"#include<stdio.h>
int main()
{
    int num;
    double m;
    scanf(""%d"", &num);
    if(num>0 && num<=150)
    m= (double)num*0.4463；
    
    if(num>150 && num<=400)
    m= (double)num*0.4463 + (num-150)*0.4663；
    
    if(num>400)
    m= (double)num*0.4463 + (num-150)*0.4663 + (num-400)*0.5663;
    
    printf(""%.1lf"", m);
    return 0;
}",非英文字符-,无,E24
p3695,"#include<stdio.h>
int main(){
    int a, b, c, n, d, e, f, h, j, g;
    scanf(""%d"",&n);
    a=n/100；
    b=n%100/10;
    c=n%100%10;
    d=a*100+b*10+c*1;
    e=a*100+c*10+b*1;
    f=b*100+a*10+C*1;
    h=b*100+C*10+a*1;
    j=c*100+a*10+b*1;
    g=c*100+b*10+a*1;
    printf(""%d"",d);
    return 0;
    
    
}",非英文字符-,无,E24
p3696,"#include<stdio.h>
int main(void)
{
    int m,n;
    int num1=0,num2=0;
    printf(""请输入两个数："")；
    scanf(""%d %d"",&num1,&num2);
    m=num1;
    n=num2;
    while(num2!=0)
    {
        temp=num1%num2;
        num1=num2;
    }
    printf(""最大公约数是：%d\n"",num1);
    printf(""最小公倍数是：%d\n"",num+num2);
    return 0;
}",非英文字符-,无,E24
p3697,"#include <stdio.h>
int main()
{
	printf(""hello,world\n"");

    return 0；
    
}",非英文字符-,无,E24
p3698,"#include<stdio.h>
int main(){
    int n, a, b, c, d, A, B, C, D;
    scanf(""%d %d %d %d"",&a， &b, &c, &d);
    if(a>=90){
        n++;
    }
    if(b>=90){
        n++;
    }
    if(c>=90){
        n++;
    }
    if(d>=90){
        n++;
    }
    if(n>=1&&n<=4){
    if(n==4) { printf(""A"");}
    if(n==2||n==3) { printf(""B"");}
    if(n==1) { printf(""C"");}
    else { printf(""D"");}
    return 0;
    
    
    
    
}",非英文字符-,无,E24
p3699,"#include<stdio.h>
int main()
{
    double a=0,b,c;
    b=60；
    c=120；
    scanf(""%d"",&a);
    if(a<=1.30){
        printf(""%d"",b);
    }else{
        printf(""%d"",c);
    }return 0;
}",非英文字符-,无,E24
p3700,"#include<stdio.h>
int main(){
    int n,i,s=0;
    scanf(""%d"",&n);
    for(i=1;i<n;i++){
        s=s*2；
    }
    printf(""%d"",s);
    return 0;
}",非英文字符-,无,E24
p3701,"#include<stdio.h>
int main()
{
    int n,a,b,c,min;
    scanf(""%d"",&n);
    
    a=n/100；
    b=n%100/10；
    c=n%100%10；
    if(""a>b>c""){
        min=c*100+b*10+a;
        printf(""%lf"",min);
    }else if(""a>c>b""){
        min=b*100+c*10+a;
        printf(""%lf"",min);
    }else if(""b>a>c""){
        min=c*100+a*10+b
        printf(""%lf"",min);
    }else if(""b>c>a""){
        min=a*100+10*c+a;
        printf(""%lf"",min);
    }else if(""c>a>b""){
        min=b*100+10*a+c;
        printf(""%lf"",min);
    }else if(""c>b>a""){
        min=a*100+10*b+c;
        printf(""%lf"",min);
    }
    return 0；
    
}",非英文字符-,无,E24
p3702,"#include<stdio.h>
int main(){
    char a,b;
    a=getchar()；
    if（（a>='a'）&&(a<='z')）{
        b=a-32;
        printf(""%c"",b);
    }
    if((a>='A')&&(a<='Z')){
        b=a+32;
        printf(""%c"",b);
    }
    return 0;
}",非英文字符-,无,E24
p3703,"#include<stdio.h>
int main()
{
    int n;
    float s;
    scanf(""%d"",&n);
    if(n<=150){
        s=n*0.4463;
    }
    if(n>151&&n<400){
        s=150*0.4463+(n-150)*0.4663;
    }
    if(n>=401){
        s=150*0.4463+250*0.4663＋(n-400)*0.5663;
    }
    printf(""%.1lf"",s);
    return 0;
}",非英文字符-,无,E24
p3704,"#include<stdio.h>
int main()
{
    double c，s;
    const double pi=3.14159;
    scanf(""%lf"",&r);
    c=pi*r*r；
    s=pi*r*r;
    printf(""%.2lf %.2lf""c,s);
    return 0;
}",非英文字符-,无,E24
p3705,"#include<stdio.h>
int main(){
    int a;
    a=sizeof(“Hello, World!”);
    printf(""%d"",a);
    
    
    
    return 0;
    
}",非英文字符-,无,E24
p3706,"#include<stdio.h>
#define π=3.1415926
int main()
{
    double 2r,s;
    scanf(""%lf"",&2r);
    s=3.1415926*r*r;
    printf(""%.4f\n"",s);
    return 0;
}",非英文字符-,无,E24
p3707,"#include<stdio.h>
int fun()
{
	int  x = 3;
	int  y = 1;
	x += 2;
	y += 2;
	return  x+y;
}
int main()
{
	int  a,b;
	a = fun();
	b = fun();
	printf(“%d,%d”,a,b);
	return 0;
}",非英文字符-,无,E24
p3708,"#include<stdio.h>
void fun();
char c = ’a’;
void main()
{
	char  c;
	myfun( c );
	printf(“%c\n”,c+1);
}
void fun()
{
	c -= 32;
}
",非英文字符-,无,E24
p3709,"#include<stdio.h>
int main()
{
    double v0,v,s,a,t;
    scanf(""%lf %lf %lf"",&v0,&a,&t);
    v0=v0*1.0/3.6;
    v=v0+a*t;
    v=v*3.6;
    s=v0+(a*t*t)/2;
    s=s*1000；
    printf(""%.4f %.4f"",v,s);
    return 0;
}",非英文字符-,无,E24
p3710,"#include<stdio.h>
int main(){
    int a,b,s;
    scanf(""%.4f"",&s);
    π=3.1415926;
    a=b/2;
    s=πa^2;
    printf(""%.4f"",s);
    return 0;
}",非英文字符-,无,E24
p3711,"#include<stdio.h>
int main(){
    int R=0,r,π=3.1415926;
    double s;
    scanf(""%d"",&R);
    R=2r;
    s=r*r*π;
    printf(""%.4f\n"",s);
    return 0;
}",非英文字符-,无,E24
p3712,"#include<stdio.h>
#include<math.h>
int main()
{
    double x,y,h;
    scanf(""%lf%lf"",&x,&y);
    h=x+x*sqrt(y-x,2)；
    printf(""%.2f"",h);
    return 0;
}",非英文字符-,无,E24
p3713,"#include<stdio.h>
int main(){
    int R,r,s,π=3.1415926;
    
    scanf(""%d"",&R);
    R=2r;
    s=r*r*π;
    printf(""%.4f\n"",s);
    return 0;
}",非英文字符-,无,E24
p3714,"#include<stdio.h>
int fun()
{
	int  x = 2;
	int  y = 1;
	x += 2;
	y += 2;
	return  x+y;
}
int main()
{
	int  a,b;
	a = fun();
	b = fun();
	printf(“%d,%d”,a,b);
	return 0;
}",非英文字符-,无,E24
p3715,"#include<stdio.h>
int main(){
char c = ’a’;
void main()
{
	char  c;
	myfun( c );
	printf(“%c\n”,c+1);
}
void fun()
{
	c -= 32;
}}

",非英文字符-,无,E24
p3716,"#include<stdio.h>
int main()
{
    int v0,t;
    double a,v,s；
    scanf(""%d%lf%d"",&v0,&a,&t);
    v=v0+a*t;
    s=v0+a*t*t/2;
    printf(""s=f(%lf=%.4f"",v,s);
    return 0;
    
    
}",非英文字符-,无,E24
p3717,"#include<stdio.h>
int fun()
{
	int  x = 4;
	int  y = 1;
	x += 2;
	y += 2;
	return  x+y;
}
int main()
{
	int  a,b;
	a = fun();
	b = fun();
	printf(“%d,%d”,a,b);
	return 0;
}",非英文字符-,无,E24
p3718,"#include<stdio.h>
int main()
{
    int v0,t;
    double a,v,s；
    scanf(""%d%lf%d"",&v0,&a,&t);
    
    printf(""v=v0+a*t=%.4f"",v);
    printf(""s=v0+a*t*t/2=%.4f"",s);
    return 0;
    
    
}",非英文字符-,无,E24
p3719,"#include<stdio.h>
int main()
{
    double r,s,π=3.1415926;
    scanf(""%lf"",&r);
    s=π*r*r*0.25;
    printf(""%.4f"",s);
    return 0;
}",非英文字符-,无,E24
p3720,"#include<stdio.h>
int main(){ 
   
    return 0；
｝",非英文字符-,无,E24
p3721,"#include<stdio.h>
int main()
{
    int v0,t;
    double a,v,s；
    scanf(""%d%lf%d"",&v0,&a,&t);
    v?=v0?+at;
    s=v0?+a*t*t/2;
    printf(""lf"",v);
    printf(""lf"",s);
    return 0;
    
    
}",非英文字符-,无,E24
p3722,"#include<stdio.h>
int fun()
{
	int  x = 1;
	int  y = 1;
	x += 2;
	y += 2;
	return  x+y;
}
int main()
{
	int  a,b;
	a = fun();
	b = fun();
	printf(“%d,%d”,a,b);
	return 0;
}",非英文字符-,无,E24
p3723,"#include<stdio.h>
int main()
{
    double r,dmj,π=3.1415926;
    scanf(""%lf"",&d);
    r=d/2.0;
    mj=π*r*r
    printf(""%.4f"",mj);
    return 0;
}",非英文字符-,无,E24
p3724,"#include<stdio.h>
int void fun();
char c = ’a’;
void main()
{
	char  c;
	myfun( c );
	printf(“%c\n”,c+1);
}
void fun()
{
	c -= 32;
}
",非英文字符-,无,E24
p3725,"#include<stdio.h>
int main()
{
    double r,d,mj,π=3.1415926;
    scanf(""%lf"",&d);
    r=d/2;
    mj=π*r*r;
    printf(""%.4f"",mj);
    return 0;
}",非英文字符-,无,E24
p3726,"#include<stdio.h>
int main()
{
    double r,d,mj,π=3.1415926;
    scanf(""%f"",&d);
    r=d/2;
    mj=2*π*r*r;
    printf(""%.4f"",mj);
    return 0;
}",非英文字符-,无,E24
p3727,"#include<stdio.h>
int main()
{
    int a,b;
    double x,y;
    scanf(""%lf/n%d/n%d"",&x,&a,&b);
    if(x<=100000)
    y=x*0.1;
    else if(x>100000 && x<200000)
    y=100000*0.1+(x-00000)*0.075;
    else if(x>200000 && x<400000)
    y=100000*0.1+100000*0.075+(x-200000)*0.05;
    else if(x>400000 && x<600000)
    y=100000*0.1+100000*0.07+200000*0.05+(x-600000)*0.03；
    else if(x>600000 && x<1000000)
    y=100000*0.1+100000*0.07+200000*0.05+200000*0.03+(x-600000)*0.015；
    else
    y=100000*0.1+100000*0.07+200000*0.05+200000*0.03+400000*0.015+(x-1000000)*0.01;
    if(a=2)
    y=y*0.6;
    printf(""%.2f"",y/(b-1));
    else
    y=y*0.4;
    printf(""%.2f"",y);
    return 0;
    
}",非英文字符-,无,E24
p3728,"#include<stdio.h>
int main(){
    float a,b,c;
    scanf(""%d %d %d"",&a,&b,&c);
    double h;
    {
        h=(-b+4*a*c?)/2*a;
    }
    printf(""%.4f"",h);
    return 0;
}",非英文字符-,无,E24
